xooxxxo~~ 1
xx~~oxoo~ 0.0999823
xoxx~~~oo 0.0986697
xoox~xo~x -0.0998383
oxxo~xxoo 0.09997
oxox~~~~x 0
oxo~ox~xx -0.1
xoo~x~oxx 1
x~o~xox~o -1
~x~xo~~~~ 0
ox~xx~~~o 0.00999986
x~oxo~~x~ -0.1
xoo~xx~~~ 0.0089803
ox~oox~~x 0.0999997
xoox~xxo~ 1
o~x~~~x~~ 0.0001
ox~xoo~x~ 0
ooxox~xx~ 1
x~~x~oo~~ 0
xoxoxoxox 1
xo~o~x~~~ 0.00099847
xox~x~oxo 0
oxxxo~xo~ -0.1
xo~xo~~x~ 0
oxox~~~ox 0
ox~oxxx~o 0.00995552
xx~~~o~~o 0.0999492
oxx~~~x~o -0.1
oxx~~x~~o -0.1
x~o~~xo~~ 0.000995142
oxo~xox~~ 0.0999373
oxo~~xox~ 0.0997261
xooox~~xx 1
xooxxxoox 1
x~o~~o~x~ 0.000993999
oxoxoxx~~ -0.1
oox~xo~x~ 0.0952899
o~x~xo~x~ 0.00503739
oxoxxx~o~ 1
xox~~ox~~ 0.01
ox~x~x~~o -0.0997535
x~x~oo~~~ 0.1
ox~~~xxo~ 0
oox~xo~~x 0.1
ox~oxx~~o 0.098522
oxoo~xxx~ 0.00999012
ox~~o~oxx -0.01
o~x~x~~~~ 0
xoxxoo~~~ 0.1
xoxxo~~~~ -0.1
oxxxxoxoo 1
ox~xxo~ox 0
o~~x~~x~~ -1e-005
xo~xxo~xo -0.0998383
ox~xxo~o~ 0
xo~~~xo~~ 0.000988996
oxox~xx~o -0.1
~xo~oxx~~ 0
xo~xoxx~o 1
x~~~~ox~~ 9.9997e-005
xx~~oox~o 0.1
xoo~o~x~x 0.1
xxoxoo~x~ -0.0999997
x~~xxo~oo 0.0993637
xoxxxooo~ 0.1
xxxoox~o~ 1
oxox~x~xo -0.0920234
oxxoxxxoo 1
ooxxxo~~x 0
ox~xx~~o~ 0
~x~oxo~~~ 0.0686189
xxoox~~~o 0.1
xxxo~~o~~ 1
x~xox~~oo 0.1
~~o~~xx~o 0.000999656
oxxx~ooxo 0.1
xox~o~x~~ -0.1
xoxoxx~o~ 0.00998897
ooxxoxxo~ -1
xo~~~~~~~ 1e-005
oo~~x~~xx -0.0999993
o~oxxo~x~ 0.0969097
xx~o~~oox 0.0999803
x~x~~~oxo 0
xooo~~~xx 0.0999841
ox~~xooxx 1
xxxoxo~o~ 1
ooxoxo~xx 0.0999993
xoo~xxx~o 0
xo~~xx~oo 0.0941851
x~xo~~oox 0.0999589
o~oxo~~xx 0.0999857
oxx~o~~xo -1
oxoooxxxx 1
xxx~~~o~o 1
x~x~~o~o~ 0.1
xoo~xx~~o 0.0999667
xox~~~~~~ 0
xo~~o~~xx 0
xoxxo~o~x -0.1
xoo~x~~x~ 0
xo~o~~~~x 0.0999436
oxox~x~ox 0
x~~~o~~~~ 0
oxooox~xx 0.0999981
xo~~xxo~o 0.0974968
x~xox~~o~ 0.00998685
xoxxo~~~o 0.1
ox~~x~~~o 0.1
oxoxx~~~o 0.0999999
xxoo~x~~~ 0
~~~x~~~~~ 0
x~xxo~oo~ 0.1
~x~xxo~o~ -0.000441817
oxo~~x~xo 0.0998383
xooxxo~~~ 0.0989225
oxxooxxo~ 0.1
ox~~~~ox~ 0.0991272
xo~x~~~~~ 0.0001
xo~x~o~~~ 0.1
ooxox~~x~ 0.0957609
oxoxx~o~~ 0.0999999
x~o~x~x~o -0.0999915
oxx~x~oox -0.0999988
oxx~~~~~o 0.001
xooxoo~xx 0.0988028
xo~oox~xx 0.01
x~~xoo~~~ 0.1
xx~~oo~~~ 0.1
xxoo~xo~x -0.0999984
oxx~~o~~~ 0.001
oxxoxx~oo 0.0969097
ooxxo~~x~ 0.001
x~o~o~~x~ 0.001
ooxx~~xox -0.0999964
~o~x~x~o~ 0.0521703
oxo~oxoxx -1
oxxo~~~~~ -0.0001
x~~x~o~o~ 0.0999967
xo~o~x~xo 0
oxx~~~~xo -0.1
xo~xoox~x 1
x~o~x~o~x 1
oo~~xxxxo -0.0999986
xox~~x~oo -0.00999853
xxooo~~x~ -0.01
o~xo~x~x~ -0.0993637
oxxox~~ox -0.0997781
xxo~x~~~o -0.1
o~x~xox~~ 1
x~~~~~~~~ 0
~x~xxo~oo -0.00775589
ox~o~x~~~ 9.19563e-006
xo~o~x~~x 0.00999313
xx~o~o~~~ 0.0999999
xo~oxx~~~ 0
xo~~~o~x~ 0.000999574
oxx~x~~oo 0.1
o~~x~~~x~ -1e-005
xoxox~~xo 0
oxoxx~oox 0.1
x~~~o~x~o 0.1
xo~~~x~~~ 0
xxxo~o~~~ 1
x~ox~o~~~ 0.1
xoxo~xxoo 0.1
oxxx~~o~o -0.01
ox~xx~~oo 0.1
xooxx~ox~ 0.01
xoxx~oo~~ 0
oxx~~~xoo 0.0999906
xox~~~x~o 0.01
xoo~~oxx~ 0.0999915
o~x~x~~~o 0.0999589
xoox~xoox 0.0928211
xx~oxo~xo 1
oxox~~~~~ 0.000999997
xooo~xx~x 0.01
xx~oo~~ox 0.1
x~~~~o~~~ 1e-005
xooo~x~x~ 0.000979099
ooo~xxx~~ -1
o~~~xo~x~ 0.0995362
oox~xo~xx 0
oox~~~~x~ 0.000999145
xox~x~~o~ 0.00999993
x~x~oxo~~ 0.01
xx~~~oo~x 0.00998532
xo~~x~x~o 0.01
xoo~x~~~x 1
~o~x~~~~~ 1e-005
xoxoo~x~~ -0.01
ooxo~xxx~ 0.00710937
xoo~~xx~~ 9.99999e-005
ox~x~~~~~ 0
~o~~x~~~~ 1e-005
xoxoo~x~x -0.1
~xxoo~~~x -0.1
o~~x~~~~~ 0
xooxx~o~~ 0.1
xooxox~x~ -0.0999045
oxx~o~~~~ 0
xo~~x~xo~ 0.00988747
oxxox~~xo 1
oo~~xx~x~ -0.0997261
oxoxx~~~~ 0.00999999
xooxx~x~o 1
oxxx~o~o~ 0
o~oxx~~~x -0.0999999
oxo~x~~x~ 1
xxox~oo~~ -0.00999899
~~~xo~~~~ 0
ox~x~~~~o 0.000999961
xox~~xo~~ 0
oxo~oxxxo -1
xoxx~~oxo 0
xox~o~~x~ 0
o~~xxx~o~ 1
oox~xox~x 1
x~oxo~~~~ 0.1
ox~ox~~~x -0.0999667
x~x~~o~~~ 0.0001
oxxox~~~o 0.1
xoxx~o~~~ 0
o~~xx~~~~ 0
xooxo~xx~ 1
o~~~x~~~x 0
~~o~oxxx~ 0
xxoo~~ox~ 0.0999895
oxxox~~~~ -0.0996243
xo~x~ox~~ 1
xo~~~xxoo 0.0992145
ox~o~~oxx -1
oxxoxx~o~ -0.0965664
xoxoo~~~x 0.1
xo~~oox~x 0.099963
oxx~x~~~o 0.01
x~oxo~~~x -0.1
xx~ooo~x~ -1
xo~~xx~~o 0
ox~~xo~~~ 0.1
o~x~xo~~~ 0.099997
xoxxxoo~~ 0
xx~~~o~~~ -1e-005
oox~x~~~~ 0.0999993
ox~~ox~~~ 0
ox~~~o~x~ 0.0996957
ox~~x~ox~ 1
oxxx~~~o~ -0.000999754
ooox~~~xx -1
o~xx~~~~~ 0
oxo~xxx~o 0.00999862
xoxxoo~x~ 0
xxoxo~o~~ -1
xxo~x~o~o 0.1
xo~~ox~~x -0.1
xoxo~~~xo 0
xoo~xxxo~ 0.00944897
oxxo~x~xo -0.0999986
oxoxxox~o -1
~o~x~o~x~ 0.000416708
oxx~o~x~~ -0.1
x~xxooo~x 0
~x~oo~~x~ -7.15073e-005
oxxoxxoo~ -1
xx~oo~~~~ 0.1
ox~o~x~xo 0.092821
oxxx~~~oo -0.00999929
xooxx~o~x 1
ooxoxxox~ -1
ooxox~~xx -0.0996957
o~o~~xx~~ 0
xooxx~~xo -0.0997535
xo~~o~~~x 0
x~x~~oo~~ 0.1
oxo~x~x~~ 0
xo~~x~~xo 0
x~~~ox~~~ 0
oxoxx~~xo 1
ooxxo~x~~ -0.01
ooxxo~x~x -0.1
oxx~~~o~~ -0.0001
xxoo~~~xo 0.0996618
oxx~~~~ox 0
xx~oxo~o~ 0.0990302
xoxxxoo~o 0
xoxxx~~oo -0.0992145
xx~~~~~~o -1e-005
x~~~o~~~x 0
xox~o~x~o 0.1
xo~~~~~ox 0.0998003
ooxxo~~xx 0.01
xo~x~x~oo 0.0996618
ooxxoxx~~ -0.1
~~ox~~~~~ 1e-005
x~ox~~~o~ 0.1
xooxooxxx 1
~~~~x~~~~ 0
x~~x~o~~~ 0
xo~x~~x~o 1
xox~~~oxo 0
ox~~o~~x~ -0.0001
xo~~x~~ox 1
oox~x~ox~ 0
oxoo~xx~x 0
x~xo~o~~~ 0.1
xoo~xxo~~ 0.0997781
oxox~xoxo 0.0569533
xxoxo~~~~ -0.1
xoxo~~~ox 0.1
xo~x~x~~o 0.00991802
o~~~ox~x~ 0.000737889
~~o~oxx~~ 0
xx~o~~o~~ 0.1
xxooxxo~o 0.1
xxo~~~xoo 0.0999823
xx~oo~~xo 0.0999982
xx~xoo~~o 0.0999997
oxoo~x~x~ 0.099293
xoo~~x~x~ 9.55922e-005
xx~~o~~~~ 0
xxo~oo~x~ -0.00999953
~x~ox~~~~ 9.65718e-005
ox~~xx~~o 0.0090799
oxo~xx~ox 0
oxo~xoxx~ 1
xox~~~~o~ 0.000999982
x~x~~o~~o 0.1
xoxxooox~ 0
oxxx~oxoo 0.0993637
oxx~xxoo~ -0.0999959
xooxxx~o~ 1
